UNIT number,Lesson,Headword,Part of speech,Frequency,US IPA,Definition,Example,MEDO link 1,MEDO link 2 ,MEDO link 3
9,1,balcony,noun,1,ˈbælkəni,a place where you can stand just outside an upper window. It sticks out from the wall of a building,Marisa likes to sit on her apartment's small balcony and drink coffee.,https://www.macmillandictionary.com/dictionary/american/balcony,,
9,1,couch,noun,,kaʊtʃ,a long low comfortable seat that two or three people can sit on,We will buy a new couch when we have enough money.,https://www.macmillandictionary.com/dictionary/american/couch_1,,
9,1,hall,noun,3,hɔl,a long narrow passage inside a building with doors along it leading to rooms,We are going to hang family pictures in the hall.,https://www.macmillandictionary.com/dictionary/american/hall,,
9,1,low-cost,adjective,,loʊ kɔst,"a cost, or the amount of money that is needed to pay for something, that is small in amount",The local government hired an architecture firm to provide low-cost houses.,https://www.macmillandictionary.com/dictionary/american/low_1,https://www.macmillandictionary.com/dictionary/american/cost_1,
9,1,rent,verb,1,rent,"to pay money regularly to use a house, room, office, etc. that belongs to someone else",Adriana will rent an apartment when she moves closer to her parents.,https://www.macmillandictionary.com/dictionary/american/rent_2,,
9,1,apartment,noun,2,əˈpɑrtmənt,"a set of rooms for living in, usually on one floor of a large building. The usual British word is ""flat""",Jon needs to find a new apartment near his office.,https://www.macmillandictionary.com/dictionary/american/apartment,,
9,1,architecture,noun,2,ˈɑrkɪˌtektʃər,a particular style or way of designing buildings,The local government hired an architecture firm to provide low-cost houses.,https://www.macmillandictionary.com/dictionary/american/architecture,,
9,1,coffee table,noun,,ˈkɑfi ˈteɪb(ə)l,a small low table in a living room,I need to get a coffee table for my living room.,https://www.macmillandictionary.com/dictionary/american/coffee-table,,
9,1,furniture,noun,3,ˈfɜrnɪtʃər,"the chairs, tables, beds, etc. that you put in a room or house so that you can live in it",Buying new furniture for your first apartment can be fun.,https://www.macmillandictionary.com/dictionary/american/furniture,,
9,1,garage,noun,2,ɡəˈrɑʒ,"a building for keeping a car in, especially one that is connected to or near a house",Sheldon keeps his car in a garage.,https://www.macmillandictionary.com/dictionary/american/garage_1,,
9,1,government ,noun ,,ˈɡʌvərnmənt ,"the people and organization that controls a country, region, or city",The government is working on a new public transportation policy. ,https://www.macmillandictionary.com/dictionary/american/government,,
9,1,housing ,noun,3,ˈhaʊzɪŋ,buildings for people to live in,There is not enough affordable housing in this city.,https://www.macmillandictionary.com/us/dictionary/american/housing?q=housing%5D,,
9,1,mall,noun,2,mɔl,"a large building with a lot of stores, restaurants, and sometimes a movie theater","The mall near my house has many large, popular clothing stores.",https://www.macmillandictionary.com/dictionary/american/mall,,
9,1,move,verb,3,muv,to begin to live in a different house or area,Nefeesa wants to move closer to the city center.,https://www.macmillandictionary.com/dictionary/american/move_1,,
9,1,neighborhood,noun,3,ˈneɪbərˌhʊd,a particular area of a city or town,Do you think your neighborhood will get larger in the future?,https://www.macmillandictionary.com/dictionary/american/neighborhood,,
9,1,office,noun,3,ˈɔfɪs,a room or building where the people in an organization or department work,Her apartment has a small office next to the bedroom.,https://www.macmillandictionary.com/dictionary/american/office,,
9,1,residents ,noun,3,ˈrezɪdənts,people who live in a particular place,Residents will move in to the new building early next year.,https://www.macmillandictionary.com/dictionary/american/resident_1,,
9,2,apartment hunting ,noun phrase,,əˈpɑrtmənt ˈhʌntɪŋ,"trying to find an apartment, a set of rooms for living in in a building",Bill definitely won’t have time to go apartment hunting this afternoon.,https://www.macmillandictionary.com/dictionary/american/apartment,https://www.macmillandictionary.com/dictionary/american/hunt_1,
9,2,housemate,noun,,ˈhaʊsˌmeɪt,someone who lives in the same house as you but is not a member of your family,I had two housemates when I rented a home in college.,https://www.macmillandictionary.com/dictionary/american/housemate,,
9,2,live alone,verb phrase,,lɪv əˈloʊn,to have a home in a place in which you live without other people,I would prefer to live alone when I find a new apartment.,https://www.macmillandictionary.com/dictionary/american/live_1,https://www.macmillandictionary.com/dictionary/american/alone,
9,2,rent a room,verb phrase,,rent ə rum,to pay money to regularly use a room in a house or in an apartment,It will be more expensive to rent a room in the future.,https://www.macmillandictionary.com/dictionary/american/rent_2,https://www.macmillandictionary.com/dictionary/american/room_1,
9,2,roommate,noun,,ˈrumˌmeɪt,"someone who you share a room, apartment, or house with. The usual British word is ""flatmate""",Do you think you will have roommates or live alone?,https://www.macmillandictionary.com/dictionary/american/roommate,,
9,2,share the bills,verb phrase,,ʃer ðə bɪlz,"to be responsible for bills, or the amounts of money that you owe for living in a place, with someone else",We’ll definitely share the bills when we move in together.,https://www.macmillandictionary.com/dictionary/american/share_1,https://www.macmillandictionary.com/dictionary/american/bill_1,
9,2,share the chores ,verb phrase,,ʃer ðə ʧɔrz,"to be responsible for chores, ordinary jobs done regulary around the house, with someone else","We should share the chores, so we will each do less work.",https://www.macmillandictionary.com/dictionary/american/share_1,https://www.macmillandictionary.com/dictionary/american/chore,
9,2,studio apartment ,noun phrase,,ˈstudiˌoʊ əˈpɑrtmənt,a small apartment that has only one main room,I think I will rent a studio apartment to save money when I move.,https://www.macmillandictionary.com/dictionary/american/studio,,
9,2,center,noun,3,ˈsentər,the middle of a space or area,Living in the center of the city can be exciting.,https://www.macmillandictionary.com/dictionary/american/center_1,,
9,2,yard,noun,3,jɑrd,"an area around a house that is used for sitting, playing, and growing plants in. The British word is ""garden""",He is going to buy a house with a yard in a few years.,https://www.macmillandictionary.com/dictionary/american/yard,,
9,3,air conditioner,noun,,er kənˈdɪʃənər,"a piece of electrical equipment that makes the air inside a building, room, or vehicle colder","In the city, people often need air conditioners to stay cool indoors.",https://www.macmillandictionary.com/dictionary/american/air-conditioner,,
9,3,appliances ,noun,1,əˈplaɪənsəz,"machines or pieces of equipment that you have in your home, for example a washing machine or refrigerator","Each apartment in the new building has the usual appliances, like a refrigerator and a stove.",https://www.macmillandictionary.com/dictionary/american/appliance,,
9,3,dishwasher,noun,,ˈdɪʃˌwɑʃər,a machine that washes dishes,Having a dishwasher makes washing dishes easier.,https://www.macmillandictionary.com/dictionary/american/dishwasher,,
9,3,heater,noun,1,ˈhitər,a piece of equipment used for making a place warm or for heating water,The heater keeps our house warm in the winter.,https://www.macmillandictionary.com/dictionary/american/heater,,
9,3,kettle,noun,,ˈket(ə)l,a teakettle,Put the kettle on and make some tea.,https://www.macmillandictionary.com/dictionary/american/kettle_1,,
9,3,lighting,noun,2,ˈlaɪtɪŋ,"light of a particular type or quality, or the equipment that produces it",The lighting in this apartment is very bright.,https://www.macmillandictionary.com/dictionary/american/lighting,,
9,3,refrigerator,noun,2,rɪˈfrɪdʒəˌreɪtər,"a machine that keeps food and drinks cold, usually with a part for freezing food. A more informal word is ""fridge""",Harri has a small refrigerator in his office for drinks.,https://www.macmillandictionary.com/dictionary/american/refrigerator,,
9,3,sink,noun,2,sɪŋk,"a large open container for water, usually attached to a wall and connected to pipes that bring the water and carry it away",Put the dishes in the sink and I will wash them later.,https://www.macmillandictionary.com/dictionary/american/sink_2,,
9,3,solar panel,noun,,ˈsoʊlər ˈpæn(ə)l,a piece of equipment that uses energy from the Sun to create power for a building,The new apartment building will have solar panels on the roof.,https://www.macmillandictionary.com/dictionary/american/solar-panel,,
9,3,toaster,noun,,ˈtoʊstər,a piece of electrical equipment used for making toast,This toaster is better than that one we bought yesterday. ,https://www.macmillandictionary.com/dictionary/american/toaster,,
9,3,washing machine,noun phrase,1,ˈwɑʃɪŋ məˈʃin,a machine for washing clothes,This apartment building has washing machines in every apartment.,https://www.macmillandictionary.com/dictionary/american/washing-machine,,
9,3,freezer,noun,1,ˈfrizər,a large piece of electrical equipment used for freezing food,That refrigerator has a small freezer on top.,https://www.macmillandictionary.com/dictionary/american/freezer,,
9,4,budget,noun,3,ˈbʌdʒət,the amount of money a person or organization has to spend on something,"Next month, Allison will start keeping a budget to manage her money.",https://www.macmillandictionary.com/dictionary/american/budget_1,,
9,4,budget,verb,1,ˈbʌdʒət,"to plan the way you will spend the money you have, especially so that you do not spend too much",Shirley will budget her money so she can rent an apartment next year.,https://www.macmillandictionary.com/dictionary/american/budget_2,,
9,4,bus route ,noun phrase,,bʌs raʊt,"a route, the way something travels, followed by a bus, a large road vehicle that carries multiple passengers, usually for short distances",A new bus route will connect downtown with the mall.,https://www.macmillandictionary.com/dictionary/american/bus_1,https://www.macmillandictionary.com/dictionary/american/route_1,
9,4,development,noun,3,dɪˈveləpmənt,"change, growth, or improvement over a period of time",The neighborhood has gone through a lot of development.,https://www.macmillandictionary.com/dictionary/american/development,,
9,4,job opportunities ,noun phrase,,dʒɑb ˌɑpərˈtunətiz,"opportunities, or chances to do something, specifically for jobs, or work that people do for money",The local government will provide more job opportunities to workers.,https://www.macmillandictionary.com/dictionary/american/job_1,https://www.macmillandictionary.com/dictionary/american/opportunity,
9,4,planner,noun,1,ˈplænər,someone who plans something,Urban planners make decisions about city development.,https://www.macmillandictionary.com/dictionary/american/planner,,
9,4,public transportation,noun phrase,,ˈpʌblɪk ˌtrænspərˈteɪʃ(ə)n,vehicles such as buses and trains that anyone can use by paying a fare,I use public transportation to get to work.,https://www.macmillandictionary.com/dictionary/american/public-transportation,,
9,4,sports facilities ,noun phrase,,spɔrts fəˈsɪlɪtiz,"facilities, or rooms or areas that are provided for people to use, for sports, or organized games often played between teams",The city is planning to provide basketball courts and other sports facilities.,https://www.macmillandictionary.com/dictionary/american/sport_1,https://www.macmillandictionary.com/dictionary/american/facility,
9,4,tool,noun,3,tul,something that you use in order to perform a job or to achieve a goal,City planners use many tools to help plan neighborhood development.,https://www.macmillandictionary.com/dictionary/american/tool_1,,
10,1,diet,noun,3,ˈdaɪət,the food that a person or animal usually eats,Having a good diet is important for your health.,https://www.macmillandictionary.com/dictionary/american/diet_1,,
10,1,experiences,noun,3,ɪkˈspɪriənsɪz,"things that happen to you, or situations that you are involved in","During sleep, your brain organizes your experiences, often through dreams.",https://www.macmillandictionary.com/dictionary/american/experience_1,,
10,1,memory,noun,3,ˈmem(ə)ri,the ability to remember things,Studies show that exercising helps improve your memory.,https://www.macmillandictionary.com/dictionary/american/memory,,
10,1,neurons,noun,,ˈnʊˌrɑnz,cells that send messages to your brain and receive messages from your brain through electrical signals,"If you challenge your brain, it will develop more connections between its neurons.",https://www.macmillandictionary.com/dictionary/american/neuron,,
10,1,exercise,verb,3,ˈeksərˌsaɪz,"to do a physical activity such as walking, swimming, or running in order to stay healthy and make your body stronger","If there were a gym near me, I would join and start exercising.",https://www.macmillandictionary.com/dictionary/american/exercise_2,,
10,1,sharper,adjective,3,ˈʃɑrpər,"the comparative form of ""sharp""; intelligent and quick to notice something or react to something","Playing an instrument, learning a language, and doing puzzles can help you feel sharper.",https://www.macmillandictionary.com/dictionary/american/sharp_1,,
10,1,sleep,noun,3,slip,"a natural state in which you are unconscious for a time and your body rests, especially for several hours at night",Do you usually get enough sleep at night?,https://www.macmillandictionary.com/dictionary/american/sleep_2,,
10,1,vitamins,noun,2,ˈvaɪtəmɪnz,"natural substances found in food that are necessary to keep your body healthy. Each vitamin is given a name using a letter of the alphabet, for example vitamin C which is found in many fruit and vegetables. A vitamin deficiency is a medical condition caused by lack of vitamins",Fruit and vegetables contain many important vitamins.,https://www.macmillandictionary.com/dictionary/american/vitamin,,
10,2,allergy,noun,,ˈælərdʒi,"a medical condition in which you become sick or your skin becomes covered with red marks as a reaction to something you eat, breathe, or touch",Bertrand has an allergy to cats.,https://www.macmillandictionary.com/dictionary/american/allergy,,
10,2,ankle,noun,2,ˈæŋk(ə)l,the part at the bottom of your leg where your foot joins your leg,"If I hurt my ankle, I would ask a friend for help.",https://www.macmillandictionary.com/dictionary/american/ankle,,
10,2,arm,noun,3,ɑrm,one of the two long parts of your body with your hands at the end,"If you break your arm, it could be hard to drive.",https://www.macmillandictionary.com/dictionary/american/arm_1,,
10,2,break a bone ,verb phrase,,breɪk ə boʊn,"if a bone, one of the hard parts that form your skeleton inside your body, in your body breaks, or if you break it, it cracks or separates into pieces","When you break a bone, you should go to the hospital right away.",https://www.macmillandictionary.com/dictionary/american/break_1,https://www.macmillandictionary.com/dictionary/american/bone_1,
10,2,have a cough,verb phrase,,hæv ə kɑf,"to suffer from a cough, an illness in which you often cough, or forcibly expel air from your lungs; sometimes your throat and lungs also hurt",Carl had a cough last week and he couldn't sing in his band.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/cough_1,
10,2,have a cut,verb phrase,,hæv ə kʌt,"to suffer from a cut, an injury to the skin where something sharp has cut it",Bert had a large cut on his hand when I saw him last week.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/cut_2,
10,2,have a fever,verb phrase,,hæv ə ˈfivər,"to suffer from a fever, a medical condition in which the temperature of your body is very high and you feel sick",Having a fever often makes you feel both hot and cold.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/fever,
10,2,have a rash,verb phrase,,hæv ə ræʃ,"to suffer from a rash, or an area of small red spots on your skin caused by an illness or an allergic reaction to something you have touched or eaten","I touched a strange plant in the forest, and now I think I have a rash.",https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/rash_1,
10,2,have a sore throat ,verb phrase,,hæv ə sɔr θroʊt,"to suffer from a sore throat, or pain in the area at the back of your mouth and inside your neck",You won't be able to talk loudly if you have a sore throat.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/sore_1,
10,2,have a toothache,verb phrase,,hæv ə ˈtuθˌeɪk,"to suffer from a toothache, or pain in one or more of your teeth",Miranda has a toothache because of all the candy she eats.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/toothache,
10,2,have the flu ,verb phrase,,hæv ðə flu,"to suffer from the flu, a very common infectious disease that lasts a short time and makes you feel hot or cold, weak, and tired","If you have the flu, be sure you get plenty of rest.",https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/flu,
10,2,head,noun,3,hed,"the top part of your body that has your brain, eyes, mouth, etc. in it","If you hurt your head, call the doctor right away.",https://www.macmillandictionary.com/dictionary/american/head_1,,
10,2,headache,noun,1,ˈhedˌeɪk,a pain in your head,What would you do if your friend had a headache?,https://www.macmillandictionary.com/dictionary/american/headache,,
10,2,leg,noun,3,leɡ,one of the two parts of your body to which your feet are attached,Amit broke his leg playing soccer.,https://www.macmillandictionary.com/dictionary/american/leg_1,,
10,2,sprain your ankle,verb phrase,,spreɪn jʊr ˈæŋk(ə)l,"to injure a joint, specifically the ankle, the joint between your foot and leg, by suddenly stretching or turning it too much","Chuck sprained his ankle at the gym, and now he can't work out for weeks.",https://www.macmillandictionary.com/dictionary/american/sprain_1,https://www.macmillandictionary.com/dictionary/american/ankle,
10,2,stomach ache,noun phrase,,ˈstʌmək eɪk,pain in your stomach,"If you eat that very large meal, you will get a stomach ache!",https://www.macmillandictionary.com/dictionary/american/stomach-ache,,https://www.macmillandictionary.com/dictionary/american/throat
10,2,unhealthy,adjective,,ʌnˈhelθi,"sick, or not physically fit","If we banned cartoon characters from unhealthy food packaging, children would still want that kind of food.",https://www.macmillandictionary.com/dictionary/american/unhealthy,,
10,3,get home,verb phrase,,ɡet hoʊm,"to arrive at your home, the place where you live","If Derrick gets home early, he will watch his favorite TV series.",https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/home_1,
10,3,get hungry ,verb phrase,,ɡet ˈhʌŋɡri,"to start to be in the state of hunger, or the feeling that you want to eat","Do you eat only at mealtimes, or do you get hungry between meals?",https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/hungry_1,
10,3,get in shape,verb phrase,,ɡet ɪn ʃeɪp,"to start to be in the state of being in shape, or in good physical condition",What do you like to do to get in shape?,https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/in-out-of-shape,
10,3,get ready ,verb phrase,,ɡet ˈredi,to prepare yourself or someone else to do something,We need to get ready for the wedding!,https://www.macmillandictionary.com/dictionary/american/get-someone-ready,,
10,3,get sick ,verb phrase,,ɡet sɪk,"to start to be in the state of being sick, or not feeling well",You won’t be able to go to school if you get sick.,https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/sick_1,
10,3,get started,verb phrase,,ɡet ˈstɑrtəd,to begin doing something,How did Juana get started with her business?,https://www.macmillandictionary.com/dictionary/american/get-started,,
10,3,get tired,verb phrase,,ɡet ˈtaɪrd,"to start to be in the state of being tired, or the state of needing rest or sleep","If you don't sleep enough, you will get tired easily.",https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/tired,
10,3,get upset,verb phrase,,ɡet ˌʌpˈset,"to become upset, or very sad, worried, or angry about something",She got upset when she heard the bad news.,https://www.macmillandictionary.com/dictionary/american/get,https://www.macmillandictionary.com/dictionary/american/upset_1,
10,3,protein,noun,2,ˈproʊtin,"a substance in foods such as meat, eggs, and milk that people need in order to grow and be healthy",Meat and fish are examples of protein.,https://www.macmillandictionary.com/dictionary/american/protein,,
10,4,amount,noun,3,əˈmaʊnt,a quantity of something,"Food producers have to show the amount of fat, protein, and carbohydrates in each food.",https://www.macmillandictionary.com/dictionary/american/amount_1,,
10,4,carbohydrate,noun,,ˌkɑrboʊˈhaɪˌdreɪt,"a substance found in foods such as sugar, bread, and potatoes. Carbohydrates supply your body with heat and energy",Bread and rice are examples of carbohydrates.,https://www.macmillandictionary.com/dictionary/american/carbohydrate,,
10,4,food packaging,noun phrase,,fud ˈpækɪdʒɪŋ,"packaging, or the bottles, boxes, and so forth used for wrapping products, in this case for food, or what you eat",Food packaging is a large source of trash.,https://www.macmillandictionary.com/dictionary/american/food,https://www.macmillandictionary.com/dictionary/american/packaging,
10,4,food producers,noun phrase,,fud prəˈdusərz,"people or companies that produce food, or what you eat",Food producers must put nutrition information on packaging.,https://www.macmillandictionary.com/dictionary/american/food,https://www.macmillandictionary.com/dictionary/american/producer,
10,4,label,noun,2,ˈleɪb(ə)l,a piece of paper or material fastened to an object that gives information about it,Food labels help you eat a balanced diet.,https://www.macmillandictionary.com/dictionary/american/label_1,,
10,4,obesity,noun,1,oʊˈbisəti,a condition in which someone is too fat in a way that is dangerous for their health,Obesity is a serious health problem in many countries.,https://www.macmillandictionary.com/dictionary/american/obesity,,
10,4,overweight,adjective,,ˌoʊvərˈweɪt,heavier than you should be,"If you are overweight, a good diet and exercise will help you lose weight.",https://www.macmillandictionary.com/dictionary/american/overweight,,
10,4,portions,noun,2,ˈpɔrʃ(ə)nz,parts of an amount or total,Public health departments often tell people to eat five portions of fruit and vegetables a day.,https://www.macmillandictionary.com/dictionary/american/portion_1,,
10,4,public health,noun phrase ,1,ˈpʌblɪk helθ,the general health of the people in a community or society,Public health departments are always looking for ways to improve people's health.,https://www.macmillandictionary.com/dictionary/american/public-health,,
11,1,natural resources,noun phrase,,ˈnætʃ(ə)rəl risɔrsɪz,valuable substances such as wood and oil that exist in a country’s land and ocean,We need to use fewer natural resources.,https://www.macmillandictionary.com/dictionary/american/natural-resources,,
11,1,yarn,noun,1,jɑrn,"cotton, wool, or other fibers in the form of thick thread",Wool is made into yarn for sweaters.,https://www.macmillandictionary.com/dictionary/american/yarn,,
11,1,bottle,noun,3,ˈbɑt(ə)l,"a glass or plastic container for liquids, usually with a narrow part at the top that is called the neck",Soda is often sold in plastic bottles.,https://www.macmillandictionary.com/dictionary/american/bottle_1,,
11,1,closet,noun,1,ˈklɑzət,a small room or space built into a wall for storing things such as clothes or sheets,Your closet is full of clothes!,https://www.macmillandictionary.com/dictionary/american/closet_1,,
11,1,consumers,noun,3,kənˈsumərz,"people who buy and use goods and services. The expression ""the consumer"" is often used for referring to consumers as a group",Products are sold to consumers.,https://www.macmillandictionary.com/dictionary/american/consumer,,
11,1,cotton plant,noun phrase,,ˈkɑt(ə)n plænt,"a plant, a living thing that grows in soil, that produces cotton, white fibers often used to make clothes and other items",Plain T-shirts are often made with cotton from the cotton plant.,https://www.macmillandictionary.com/dictionary/american/cotton_1,https://www.macmillandictionary.com/dictionary/american/plant_1,
11,1,end up,phrasal verb,,end ʌp,to be in a particular place or state after doing something or because of doing it,Do you know where your trash ends up?,https://www.macmillandictionary.com/dictionary/american/end-up,,
11,1,energy,noun,3,ˈenərdʒi,"a form of power such as electricity, heat, or light that is used for making things work",A lot of energy is used in making and washing clothes.,https://www.macmillandictionary.com/dictionary/american/energy,,
11,1,get rid of,phrasal verb,,get rɪd ʌv,"to throw away, give away, or sell a possession that you no longer want or need","When you decide to get rid of an old T-shirt, don't throw it in the trash.",https://www.macmillandictionary.com/dictionary/american/rid_1,,
11,1,landfill,noun,,ˈlændˌfɪl,a large hole in the ground where waste from people’s homes or from industry is buried,Plastic water bottles usually end up in landfills.,https://www.macmillandictionary.com/dictionary/american/landfill,,
11,1,lifecycle,noun,,laɪfˈsaɪk(ə)l,the length of time that something lasts or remains useful,The lifecycle of a T-shirt uses a lot of energy and water.,https://www.macmillandictionary.com/dictionary/american/life-cycle,,
11,1,recycled ,verb,1,riˈsaɪkəld,"the past form of ""recycle""; to change waste materials such as newspapers and bottles so that they can be used again",Plastic bottles can be recycled and used for other things.,https://www.macmillandictionary.com/dictionary/american/recycle,,
11,1,recycling center,noun phrase,,riˈsaɪklɪŋ,a place for the processing of changing waste materials such as newspapers and bottles so they can be used again,Please take this bag of bottles to the recycling center.,https://www.macmillandictionary.com/dictionary/american/recycling,https://www.macmillandictionary.com/dictionary/american/center_1,
11,1,trash,noun,1,træʃ,"waste material such as paper, plastic bags, used containers, etc. The British word is ""rubbish""",Please throw your trash in the trashcan.,https://www.macmillandictionary.com/dictionary/american/trash_1,,
11,1,upcycle,verb ,,ˈʌpˌsaɪk(ə)l,to reuse objects or materials to create a product of higher value or quality than the original,"T-shirts can be upcycled into belts, scarves, and bags.",https://www.macmillandictionary.com/dictionary/american/upcycling?q=upcycle#upcycling__3,,
11,1,wool,noun,2,wʊl,thick hair that grows on sheep and some other animals,Wool and silk are often used to make clothes.,https://www.macmillandictionary.com/dictionary/american/wool,,
11,2,button,noun,2,ˈbʌt(ə)n,a small round object that is used for fastening clothes by pushing it through a hole,I lost a button on this shirt.,https://www.macmillandictionary.com/dictionary/american/button_1,,
11,2,fake,adjective,,feɪk,made to look like something real in order to trick people,Can you tell the difference between real and fake fur?,https://www.macmillandictionary.com/dictionary/american/fake_1,,
11,2,fur,noun,1,fɜr,the soft hair that covers the body of some animals,Less clothing today is made with animal fur.,https://www.macmillandictionary.com/dictionary/american/fur_1,,
11,2,nylon,noun,1,ˈnaɪˌlɑn,a strong artificial substance that is used in making plastic and cloth,Nylon was created almost a century ago and is now used to make many things.,https://www.macmillandictionary.com/dictionary/american/nylon,,
11,2,Velcro,noun,,ˈvelˌkroʊ,"two narrow bands of cloth with special surfaces that stick together, used for fastening clothes, shoes, etc.",I don't like clothes that fasten with Velcro.,https://www.macmillandictionary.com/dictionary/american/velcro,,
11,2,zipper,noun,,ˈzɪpər,"a long narrow metal or plastic object with two rows of teeth, used for closing or opening something, especially a piece of clothing. The British word is ""zip""","Buttons, zippers, and Velcro are used to fasten clothing.",https://www.macmillandictionary.com/dictionary/american/zipper_1,,
11,2,fasten,verb,1,ˈfæs(ə)n,"to close something such as a piece of clothing or a bag using the buttons, zipper, clip, etc. on it",The child's shoes are fastened with Velcro.,https://www.macmillandictionary.com/dictionary/american/fasten,,
11,2,materials,noun,3,məˈtɪriəlz,"substances, especially those used for a particular purpose",Consumers should buy products made from natural materials.,https://www.macmillandictionary.com/dictionary/american/material_1,,
11,2,silk,noun,2,sɪlk,thin smooth cloth made from the fibers produced by an insect called a silkworm,This shirt is made of silk.,https://www.macmillandictionary.com/dictionary/american/silk,,
11,2,unfasten,verb,,ʌnˈfæs(ə)n,"to move the part that holds something together, especially on a piece of clothing or a belt",You fasten and unfasten the jacket with a zipper.,https://www.macmillandictionary.com/dictionary/american/unfasten,,
11,2,denim,noun,,ˈdenɪm,thick cotton cloth that is usually blue and is used especially to make jeans,Denim is often made into jeans.,https://www.macmillandictionary.com/dictionary/american/denim,,
11,2,unzip,verb,,ʌnˈzɪp,to open a piece of clothing or a bag by pulling a zipper,She unzipped her jacket when it became warm outside.,https://www.macmillandictionary.com/dictionary/american/unzip,,
11,2,zip up,phrasal verb,,zɪp ʌp,to close something that has a zipper,You should zip up your jacket because it is getting cold.,https://www.macmillandictionary.com/dictionary/american/zip-up_1,,
11,3,leather,noun,2,ˈleðər,"a strong material made from animal skin that is used for making shoes, clothes, bags, etc.",Jackets and purses are sometimes made of leather.,https://www.macmillandictionary.com/dictionary/american/leather,,
11,3,plastic bag,noun phrase,,ˈplæstɪk bæɡ,"a bag, a type of container made for storing and carrying things, made of plastic, a common light strong substance","Four trillion plastic bags are produced each year, and only 1% are recycled.",https://www.macmillandictionary.com/dictionary/american/plastic_1,https://www.macmillandictionary.com/dictionary/american/bag_1,
11,3,cardboard,noun,1,ˈkɑrdˌbɔrd,"very stiff thick paper, used especially for making boxes",Cardboard boxes can often be reused.,https://www.macmillandictionary.com/dictionary/american/cardboard_1,,
11,3,cause pollution,verb phrase,,kɔz pəˈluʃ(ə)n,"to make something, in this case pollution, or the process of damaging the natural environment, happen",Littering is one way to cause pollution.,https://www.macmillandictionary.com/dictionary/american/cause_2,https://www.macmillandictionary.com/dictionary/american/pollution,
11,3,cup,noun,3,kʌp,"a small round container for a drink, usually with a handle",Plastic cups are not usually reused.,https://www.macmillandictionary.com/dictionary/american/cup_1,,
11,3,harm wildlife,verb phrase,,hɑrm ˈwaɪldˌlaɪf,"to injure, damage, or have a bad effect on wildlife, the animals, birds, and plants that live in natural conditions",Plastic lasts in the environment for thousands of years and harms wildlife.,https://www.macmillandictionary.com/dictionary/american/harm_2,https://www.macmillandictionary.com/dictionary/american/wildlife,
11,3,last a long time,verb phrase,,læst ə lɔŋ taɪm,to continue existing or happening without changing or failing for an extended period of time,Trash sent to landfills can last a long time in the environment.,https://www.macmillandictionary.com/dictionary/american/last_2,,
11,3,reduce the amount ,verb phrase,,rɪˈdus ðə əˈmaʊnt,to make the amount of something small or less in size,Food producers need to reduce the amount of plastic packaging they use.,https://www.macmillandictionary.com/dictionary/american/reduce,https://www.macmillandictionary.com/dictionary/american/amount_1,
11,3,reuse,verb,,ˌriˈjuz,"to use something again, sometimes for a different purpose",Plastic bags can be reused.,https://www.macmillandictionary.com/dictionary/american/reuse_1,,
11,3,illegal dumping,verb phrase,,ɪˈliɡ(ə)l ˈdʌmpɪŋ,"the practice of leaving trash carelessly in an area illegally, or in a way not allowed by law",Illegal dumping is very bad for the environment.,https://www.macmillandictionary.com/dictionary/american/illegal_1,https://www.macmillandictionary.com/dictionary/american/dump_1,
11,4,container,noun,2,kənˈteɪnər,"something used for storing or holding things, for example a box, bottle, or bowl","Bottles, boxes, and other containers are easily recycled.",https://www.macmillandictionary.com/dictionary/american/container,,
11,4,deliveries ,noun,3,dɪˈlɪvəriz,goods that are brought to a place,Cardboard boxes are used for packaging for deliveries.,https://www.macmillandictionary.com/dictionary/american/delivery,,
11,4,greenhouse,noun,,ˈɡrinˌhaʊs,a building made of glass that is used for growing plants that need protection from the weather,A greenhouse for plants was created using old plastic bottles.,https://www.macmillandictionary.com/dictionary/american/greenhouse,,
11,4,institutions ,noun,3,ˌɪnstɪˈtuʃənz,"large organizations such as banks, hospitals, universities, and prisons",These days institutions such as colleges and companies are looking for smarter ways to use materials.,https://www.macmillandictionary.com/dictionary/american/institution,,
11,4,original use,noun phrase,,əˈrɪdʒən(ə)l jus,the use of something when it is first made,Upcycling involves finding new uses for materials at the end of their original use.,https://www.macmillandictionary.com/dictionary/american/original_1,https://www.macmillandictionary.com/dictionary/american/use_2,
