UNIT number,Lesson,Headword,Part of speech,Frequency,US IPA,Definition,Example,MEDO link 1,MEDO link 2 ,MEDO link 3
3,3,channel-surf ,verb ,,ˈtʃæn(ə)l sɜrf,to look at various television stations one after the other,"I used to channel-surf a lot, but now I rarely watch TV.",https://www.macmillandictionary.com/dictionary/american/channel_1,https://www.macmillandictionary.com/dictionary/american/surf_1,
3,3,commercials,noun,2,kəˈmɜrʃ(ə)lz,advertisements on television or radio,Zaid isn't interested in watching TV commercials.,https://www.macmillandictionary.com/dictionary/american/commercial_2,,
3,3,content,noun,3,ˈkɑnˌtent,"any material, such as writing, video, or music, that appears on a website or other electronic medium",Someone needs to write more content for the company's blog!,https://www.macmillandictionary.com/dictionary/american/content_3,,
3,3,episode,noun,2,ˈepɪˌsoʊd,a part of a television or radio story that is broadcast separately and forms one of a series,I can't wait to watch the final episode of my favorite show!,https://www.macmillandictionary.com/dictionary/american/episode,,
3,3,format,noun,2,ˈfɔrˌmæt,"the arrangement, design, or organization of something",No one liked the new format of the TV series.,https://www.macmillandictionary.com/dictionary/american/format_1,,
3,3,on demand ,phrase,,ɑn dɪˈmænd,"whenever people want it, usually referring to movies and TV shows",We were able to binge-watch an entire season of our favorite show because all the episodes were on demand.,https://www.macmillandictionary.com/dictionary/american/on-demand,,
3,3,program,noun,3,ˈproʊˌɡræm,a television or radio broadcast,I enjoy watching programs about history.,https://www.macmillandictionary.com/dictionary/american/program_1,,
3,3,release,verb,3,rɪˈlis,to make information or documents available,Movie companies now release movies on TV and in movie theaters at the same time.,https://www.macmillandictionary.com/dictionary/american/release_1,,https://www.macmillandictionary.com/dictionary/american/theater
3,3,screen,noun,3,skrin,"the flat surface on a computer, television, or piece of electronic equipment where words and pictures are shown; also the flat surface in a movie theater where the picture is shown",You can see a lot of detail on an IMAX screen!,https://www.macmillandictionary.com/dictionary/american/screen_1,,
3,3,season,noun,3,ˈsiz(ə)n,a period of time when a series of movies or television programs are shown,I watched all the seasons of that famous zombie show.,https://www.macmillandictionary.com/dictionary/american/season_1,,
3,3,stream,verb,1,strim,to flow continuously,Did you use to stream movies online?,https://www.macmillandictionary.com/dictionary/american/stream_2,,
3,3,TV series ,noun phrase,,ˌti ˈvi ˈsɪriz,a set of programs that are about a particular subject shown on television,This new TV series I'm watching is not as good as that one.,https://www.macmillandictionary.com/dictionary/american/tv,https://www.macmillandictionary.com/dictionary/american/series,
3,4,drive-in movie theater ,noun phrase,,draɪv ɪn ˈmuvi ˈθiətər,"a theater, usually outdoors, where you can watch a movie without leaving your car",We sat in our car to watch the movie at the drive-in movie theater last night.,https://www.macmillandictionary.com/dictionary/american/drive-in_1,,
3,4,events,noun,3,ɪˈvents,organized occasions such as parties or sports competitions,Do you like attending sports events?,https://www.macmillandictionary.com/dictionary/american/event,,
3,4,experience,noun,3,ɪkˈspɪriəns,"something that happens to you, or a situation that you are involved in",The circus act was an incredible experience!,https://www.macmillandictionary.com/dictionary/american/experience_1,,https://www.macmillandictionary.com/dictionary/american/theater
3,4,facilities ,noun,3,fəˈsɪlətiz,things such as rooms or pieces of equipment that are provided at a place for people to use,This hotel has excellent facilities.,https://www.macmillandictionary.com/dictionary/american/facility,,
3,4,giant-sized,adjective,,ˈdʒaɪənt saɪzd,having a size that is extremely large,Some movie theaters have giant-sized screens. ,https://www.macmillandictionary.com/dictionary/american/giant_2,https://www.macmillandictionary.com/dictionary/american/size_2,
3,4,historic,adjective,2,hɪˈstɔrɪk,a historic event or time will be recorded in history because it is very important,"We are looking for young people to help with ideas for our historic movie theater, The Ritzy.",https://www.macmillandictionary.com/dictionary/american/historic,,
3,4,multiplex,noun,,ˈmʌltɪˌpleks,a large building that contains several movie theaters,"On weekdays, the multiplex is nearly empty.",https://www.macmillandictionary.com/dictionary/american/multiplex,,
3,4,outdoor movie theater,noun phrase,,aʊtˈdɔr ˈmuvi ˈθiətər,"an area that is used to watch movies (a series of events recorded on a camera) outdoors, or outside",We can't go to the outdoor movie theater today because it is raining.,https://www.macmillandictionary.com/dictionary/american/outdoor,https://www.macmillandictionary.com/dictionary/american/movie,
3,4,rooftop movie theater,noun phrase,,ˈrufˌtɑp muvi ˈθiətər,an area that is used to watch movies (a series of events recorded on a camera) that is built on top of the roof of a building,On the top of our apartment building is a rooftop movie theater that is open in the spring and summer.,https://www.macmillandictionary.com/dictionary/american/rooftop,https://www.macmillandictionary.com/dictionary/american/movie,
3,4,ticket,noun,3,ˈtɪkɪt,a piece of paper that shows you have paid to go into a place of entertainment such as a movie theater or football game,How much do tickets to the movie cost?,https://www.macmillandictionary.com/dictionary/american/ticket_1,,
3,4,candy,noun,2,ˈkændi,sweet food made of cooked sugar or chocolate but not containing flour,Some movie theaters that used to sell only popcorn and candy now have restaurants or cafés.,https://www.macmillandictionary.com/dictionary/american/candy,,
3,4,local,adjective,3,ˈloʊk(ə)l,"in or related to the area that you live in, or to the particular area that you are talking about",There are always street performers in the city center.,https://www.macmillandictionary.com/dictionary/american/local_1,,
4,1,cheerful,adjective,1,ˈtʃɪrf(ə)l,behaving in a happy friendly way,Tracy isn't as cheerful today as she was yesterday.,https://www.macmillandictionary.com/dictionary/american/cheerful,,
4,1,confident,adjective,2,ˈkɑnfɪdənt,someone who is confident believes in their own abilities and so does not feel nervous or frightened,Be confident during a job interview.,https://www.macmillandictionary.com/dictionary/american/confident,,
4,1,curious,adjective,2,ˈkjʊriəs,someone who is curious wants to find out about something,I was curious about how the magician performed his tricks.,https://www.macmillandictionary.com/dictionary/american/curious,,
4,1,decide,verb,3,dɪˈsaɪd,to make a choice about what you are going to do,We need to decide on a date for the fundraiser.,https://www.macmillandictionary.com/dictionary/american/decide,,
4,1,depressed,adjective,2,dɪˈprest,"if you are depressed, you feel very unhappy because of a difficult or unpleasant situation that you feel you cannot change",Personality type Ds often get depressed when things are hard.,https://www.macmillandictionary.com/dictionary/american/depressed,,
4,1,detailed,adjective,3,dɪˈteɪld,including many small facts or aspects,This painting is not as detailed as that one.,https://www.macmillandictionary.com/dictionary/american/detailed,,
4,1,easygoing,adjective,,ˌiziˈɡoʊɪŋ,"relaxed, calm, and not getting easily upset about things",My brother isn’t as easygoing as my sister.,https://www.macmillandictionary.com/dictionary/american/easygoing,,
4,1,find out ,phrasal verb,,faɪnd aʊt,to discover a fact or piece of information,We should find out how much the cookie ingredients cost and how many we need to make for the fundraiser.,https://www.macmillandictionary.com/dictionary/american/find-out,,
4,1,friendly,adjective,3,ˈfren(d)li,someone who is friendly is always pleasant and helpful toward other people,Are you friendly and outgoing? Or are you the quiet type?,https://www.macmillandictionary.com/dictionary/american/friendly,,
4,1,hard-working,adjective,1,hɑrd ˈwɜrkɪŋ,a hard-working person puts a lot of effort into their work,Janet is the most hard-working person I know. ,https://www.macmillandictionary.com/dictionary/american/hard-working,,
4,1,imaginative,adjective,1,ɪˈmædʒɪnətɪv,"involving new, different, or exciting ideas",Thomas Edison is known for his imaginative scientific ideas.,https://www.macmillandictionary.com/dictionary/american/imaginative,,
4,1,impatient,adjective,1,ɪmˈpeɪʃ(ə)nt,annoyed because something is not happening as quickly as you want or in the way you want,"I used to be a little impatient, but I’m more relaxed now.",https://www.macmillandictionary.com/dictionary/american/impatient,,
4,1,lazy,adjective,2,ˈleɪzi,not willing to work or do any activity that needs effort,A Type B person often is lazier than a Type A person. ,https://www.macmillandictionary.com/dictionary/american/lazy,,
4,1,optimistic,adjective,2,ˌɑptɪˈmɪstɪk,someone who is optimistic is hopeful about the future and tends to expect that good things will happen,You should be more optimistic about the exam tomorrow.,https://www.macmillandictionary.com/dictionary/american/optimistic,,
4,1,outgoing,adjective,,ˈaʊtɡoʊɪŋ,someone who is outgoing is friendly and enjoys meeting and talking to people,Josie is much more outgoing than I am and makes friends easily.,https://www.macmillandictionary.com/dictionary/american/outgoing,,
4,1,patient,adjective,2,ˈpeɪʃ(ə)nt,someone who is patient is able to wait for a long time or deal with a difficult situation without becoming angry or upset,Type B people are often more patient than Type A people.,https://www.macmillandictionary.com/dictionary/american/patient_2,,
4,1,personality,noun,3,ˌpɜrsəˈnæləti,"the part of a person that makes them behave in a particular way in social situations, for example in a friendly or unfriendly way, or in a confident or shy way. ",I am going to take a test to see which personality type I am.,https://www.macmillandictionary.com/dictionary/american/personality,,
4,1,pessimistic,adjective,1,ˌpesəˈmɪstɪk,thinking that the worst thing will happen in every situation,Pessimistic people have very negative personalities.,https://www.macmillandictionary.com/dictionary/american/pessimistic,,
4,1,problem solver ,noun phrase,,ˈprɑbləm ˈsɑlvər,"a person who solves, or finds solutions to, problems, or things that cause trouble or difficulty ",Type C people are often good problem solvers.,https://www.macmillandictionary.com/dictionary/american/problem,https://www.macmillandictionary.com/dictionary/american/solve,
4,1,risk taker ,noun phrase,,rɪsk ˈteɪkər,a person who takes risks to achieve a benefit,Every team should have a risk taker. ,https://www.macmillandictionary.com/dictionary/american/risk-taking,,
4,1,shy,adjective,1,ʃaɪ,"nervous and embarrassed in the company of other people, especially people who you do not know",Type C people are shy and not as outgoing as Type A people.,https://www.macmillandictionary.com/dictionary/american/shy_1,,
4,1,stressed,adjective,,strest,affected by stress,Type C people are just as stressed as Type A people at work.,https://www.macmillandictionary.com/dictionary/american/stressed,,
4,1,unfriendly,adjective,1,ʌnˈfren(d)li,not friendly,Type C people may seem unfriendly but they are really just shy.,https://www.macmillandictionary.com/dictionary/american/unfriendly,,
4,1,well-organized ,adjective,,wel ˈɔrɡəˌnaɪzd,the state of having planned activities carefully and effectively,Type B people are not as organized as Type A people.,https://www.macmillandictionary.com/dictionary/american/well_1,https://www.macmillandictionary.com/dictionary/american/organized,
4,1,negative,adjective,3,ˈneɡətɪv,giving more attention or emphasis to bad possibilities than good ones,Type D people often have a negative view of the world.,https://www.macmillandictionary.com/dictionary/american/negative_1,,
4,1,relaxed,adjective,1,rɪˈlækst,calm and not worried,Be more relaxed before you take exams.,https://www.macmillandictionary.com/dictionary/american/relaxed,,
4,2,creative,adjective,2,kriˈeɪtɪv,involving a lot of imagination and new ideas,"Graphic designers, artists, actors, and singers are all examples of creative professions.",https://www.macmillandictionary.com/dictionary/american/creative_1,,
4,2,creative thinker ,noun phrase,,kriˈeɪtɪv ˈθɪŋkər,"a person who thinks about important and new ideas creatively, or in a way that involves imagination ",I am a creative thinker because I often think of new ideas.,https://www.macmillandictionary.com/dictionary/american/creative_1,https://www.macmillandictionary.com/dictionary/american/thinker,
4,2,expert,noun,3,ˈekˌspɜrt,someone who has a particular skill or who knows a lot about a particular subject,An expert has the greatest knowledge about a subject important to the project.,https://www.macmillandictionary.com/dictionary/american/expert_1,,
4,2,information,noun,3,ˌɪnfərˈmeɪʃ(ə)n,knowledge or facts about someone or something,The information in the talk was very useful.,https://www.macmillandictionary.com/dictionary/american/information,,
4,2,leader,noun,3,ˈlidər,"someone who is responsible for or in control of a group, organization, country, etc.",Type A people make natural leaders.,https://www.macmillandictionary.com/dictionary/american/leader,,
4,2,loner,noun,,ˈloʊnər,someone who likes to be alone and has few friends,"Michael used to be a loner, but now he is the friendliest person we know!",https://www.macmillandictionary.com/dictionary/american/loner,,
4,2,organized,adjective,1,ˈɔrɡəˌnaɪzd,an organized person arranges and plans activities carefully and effectively,Type A people are the most organized personality type.,https://www.macmillandictionary.com/dictionary/american/organized,,
4,2,psychologist,noun,2,saɪˈkɑlədʒɪst,someone who studies how people’s minds work and how this affects their behavior,Psychologists enjoy studying the human mind.,https://www.macmillandictionary.com/dictionary/american/psychologist,,
4,2,research,verb,2,rɪˈsɜrtʃ,to make a detailed study of something in order to discover new facts,That psychologist's research is some of the most creative in the field.,https://www.macmillandictionary.com/dictionary/american/research_2,,
4,2,risky,adjective,1,ˈrɪski,"involving the possibility of danger, harm, or failure",The leading team has adopted a very risky strategy for the company. ,https://www.macmillandictionary.com/dictionary/american/risky,,
4,2,specialized,adjective,1,ˈspeʃ(ə)lˌaɪzd,concentrating on a particular subject,An expert has specialized knowledge about a subject.,https://www.macmillandictionary.com/dictionary/american/specialized,,
4,2,team player,noun phrase,,tim ˈpleɪər,someone who works well with other people as part of a group,Ray is not a team player and is often rude in meetings.,https://www.macmillandictionary.com/dictionary/american/team-player,,
4,2,workaholic,noun,,ˌwɜrkəˈhɔlɪk,someone who spends most of their time working and has little interest in other things,"Ever since she got promoted, she became such a workaholic! ",https://www.macmillandictionary.com/dictionary/american/workaholic,,
4,3,adventurous,adjective,,ədˈventʃərəs,eager to try new or exciting things,Timothy is not as adventurous as his sister.,https://www.macmillandictionary.com/dictionary/american/adventurous,,
4,3,artistic,adjective,2,ɑrˈtɪstɪk,"relating to any form of art, including painting, music, literature, acting, and dancing",I think Frida Kahlo is the most artistic painter.,https://www.macmillandictionary.com/dictionary/american/artistic,,
4,3,bossy,adjective,,ˈbɔsi,"someone who is bossy keeps telling other people what to do, in a way that annoys them",Adnan is the bossiest person we know.,https://www.macmillandictionary.com/dictionary/american/bossy,,
4,3,generous,adjective,2,ˈdʒen(ə)rəs,giving people more of your time or money than is usual or expected,I think I’m very generous because I love giving gifts.,https://www.macmillandictionary.com/dictionary/american/generous,,
4,3,honest,adjective,2,ˈɑnəst,"a person who is honest does not tell lies or cheat people, and obeys the law",Antony is very honest; he never tells lies.,https://www.macmillandictionary.com/dictionary/american/honest,,
4,3,rude,adjective,2,rud,not polite,Sometimes loners appear rude.,https://www.macmillandictionary.com/dictionary/american/rude,,
4,3,selfish,adjective,1,ˈselfɪʃ,thinking only about yourself and not caring about other people,The selfish man only thought about himself.,https://www.macmillandictionary.com/dictionary/american/selfish,,
4,3,smart,adjective,3,smɑrt,intelligent,Who is the smartest person you know?,https://www.macmillandictionary.com/dictionary/american/smart_1,,
4,4,fundraiser,noun,,ˈfʌndˌreɪzər,"a social event organized to make money for a specific purpose, especially for a charity or a political party",I think we need to focus on this year’s fundraiser and organize it.,https://www.macmillandictionary.com/dictionary/american/fundraiser,,
4,4,make notes ,verb phrase,,meɪk noʊts,"to produce, usually by writing, notes, short pieces of writing to remind you of things","When you need to talk for a minute or more, make notes about what you want to say before you start talking.",https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/note_1,
4,4,meeting,noun,3,ˈmitɪŋ,"an occasion when people gather to discuss things and make decisions, either in person or using phones, the internet, etc.",We really need to make a decision by the end of this meeting.,https://www.macmillandictionary.com/dictionary/american/meeting,,
4,4,plan,verb,3,plæn,to think carefully about a series of actions that you need to take in order to achieve something,The committee was planning the fundraiser for three hours last night.,https://www.macmillandictionary.com/dictionary/american/plan_2,,
4,4,raffle,noun,,ˈræf(ə)l,a competition in which you win a prize if the number on your ticket is the same as the number on the prize,What should our prize be for the raffle?,https://www.macmillandictionary.com/dictionary/american/raffle_1,,
4,4,independent,adjective,3,ˌɪndɪˈpendənt,"not depending on other people for help, or preferring to do things by yourself",Dan's very independent and often works alone.,https://www.macmillandictionary.com/dictionary/american/independent_1,,
4,4,logical,adjective,2,ˈlɑdʒɪk(ə)l,connecting ideas or reasons in a sensible way,"My brother, the accountant, is a very logical thinker.",https://www.macmillandictionary.com/dictionary/american/logical,,
5,1,buffet,noun,,bʌˈfeɪ,a meal at which all the food is put on a table and people go and choose what they want,You can usually eat as much as you want at a buffet.,https://www.macmillandictionary.com/dictionary/american/buffet_1,,
5,1,check in ,phrasal verb,,tʃek ɪn,to arrive at a hotel where you have arranged to stay and give your personal details to the person working at the reception desk,I checked in to my hotel this morning after a long flight overseas.,https://www.macmillandictionary.com/dictionary/american/check-in_1,,
5,1,clerk,noun,1,klɜrk,someone whose job is to welcome guests to a hotel and provide them with information and other services,The clerk checked to see if any rooms were available.,https://www.macmillandictionary.com/dictionary/american/clerk_1,,
5,1,customers ,noun,3,ˈkʌstəmərz,people or companies that buy goods and services,"If your hotel's customers are unhappy, you can offer better facilities.",https://www.macmillandictionary.com/dictionary/american/customer,,
5,1,flight,noun,3,flaɪt,a trip through air or space in a vehicle such as an airplane,"After my flight, I went to my hotel.",https://www.macmillandictionary.com/dictionary/american/flight,,
5,1,front desk,noun phrase,,frʌnt desk,the place inside the main entrance of a building where you go when you arrive or go to get information,Can you call the front desk to see if the luggage is here?,https://www.macmillandictionary.com/dictionary/american/front-desk,,
5,1,greet,verb,2,ɡrit,to behave in a polite or friendly way toward someone when you meet them,"Natalie, could you please greet the guests?",https://www.macmillandictionary.com/dictionary/american/greet,,
5,1,I'll get it ,phrase,,aɪl ɡet ɪt,"a phrase used to note that someone will pay a bill for something, often a meal eaten as a group","If someone says, “I’ll get it,” when you get a bill for a meal, that person will pay it.",https://www.macmillandictionary.com/dictionary/american/get,,
5,1,luggage,noun,,ˈlʌɡɪdʒ,bags and suitcases that you take on a trip,We’ll take care of your luggage at the front desk while you have lunch.,https://www.macmillandictionary.com/dictionary/american/luggage,,
5,1,reservation,noun,2,ˌrezərˈveɪʃ(ə)n,an arrangement by which something such as a room in a hotel or a seat in a theater is kept for you to use later,Could you please check to make sure we have a reservation at the restaurant?,https://www.macmillandictionary.com/dictionary/american/reservation,,
5,1,restaurant,noun,3,ˈrest(ə)rənt,a building or room where meals and drinks are sold to customers sitting at tables,Most Americans tip about 15% in restaurants.,https://www.macmillandictionary.com/dictionary/american/restaurant,,
5,1,suitcase,noun,1,ˈsutˌkeɪs,a large container with flat sides and a handle used for carrying clothes and other things when you travel; a type of luggage,The suitcases can stay at the front desk while we get some coffee.,https://www.macmillandictionary.com/dictionary/american/suitcase,,
5,1,thanks,phrase,3,θæŋks,a phrase used for telling someone that you are grateful for something that they have said or done,Thanks for your help!,https://www.macmillandictionary.com/dictionary/american/thanks_1,,
5,1,tip someone,verb phrase,,tɪp ˈsʌmwʌn,to give someone a small amount of money in addition to what you owe for a service,"It is common to tip someone, such as taxi drivers and servers, for their services.",https://www.macmillandictionary.com/dictionary/american/tip_2,,
5,1,tourist,noun,3,ˈtʊrɪst,someone who is visiting a place on vacation,"The islands attract more than 17,000 tourists a year.",https://www.macmillandictionary.com/dictionary/american/tourist,,
5,1,trip,noun,3,trɪp,an occasion when you go somewhere and come back again,I won't spend as much money this year so I can take a trip next year.,https://www.macmillandictionary.com/dictionary/american/trip_1,,
5,1,voucher,noun,,ˈvaʊtʃər,an official piece of paper that you can use instead of money to buy a particular product or service,"I can't check you in at eleven, but I can check you in later and give you a voucher for our buffet.",https://www.macmillandictionary.com/dictionary/american/voucher,,
5,1,website,noun,2,ˈwebˌsaɪt,"a place on the internet where information is available about a particular subject, organization, etc.",Some couples in the US set up a wedding website.,https://www.macmillandictionary.com/dictionary/american/website,,
5,1,why,adverb,3,waɪ,used for asking the reason for something,Why doesn't Shiro want to have coffee with us?,https://www.macmillandictionary.com/dictionary/american/why_1,,
5,2,awesome,adjective,,ˈɔsəm,an informal word meaning extremely good. This word is used mainly by young people; it can be used alone or in a sentence,That's an awesome idea!,https://www.macmillandictionary.com/dictionary/american/awesome,,
5,2,Can I make a suggestion?,phrase,,kæn aɪ meɪk ə səgˈʤesʧən,a polite phrase used to make a suggestion or offer an alternative within a group,Can I make a suggestion? Why don't we sell cupcakes to raise money for the charity?,https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/suggestion,
5,2,good idea!,phrase,,gʊd aɪˈdiə,a phrase used to acknowledge someone's idea was appropriate; it can be used alone or as part of a sentence,"That's a good idea, Miguel!",https://www.macmillandictionary.com/dictionary/american/good_1,https://www.macmillandictionary.com/dictionary/american/idea,
5,2,How about…,phrase,,haʊ əˈbaʊt,"a phrase used to offer a suggestion to another person or to a group, or to ask about another person or thing in addition to ones already mentioned","For a cheap gift idea, how about making cookies and giving them to family and friends?",https://www.macmillandictionary.com/dictionary/american/how-about,,
5,2,I'll let you know,phrase,,aɪl let ju noʊ,a phrase used to acknowledge a request but not offer an answer right away,"When you don't know if you can attend an event, say something like ""I'll let you know.""",https://www.macmillandictionary.com/dictionary/american/let_1,https://www.macmillandictionary.com/dictionary/american/know_1,
5,2,let's decorate,verb phrase,,lets ˈdekəˌreɪt,"a suggestion that a group decorate something, or make it look more attractive by putting nice things on it",Let's decorate the house with balloons for the party!,https://www.macmillandictionary.com/dictionary/american/let_1,https://www.macmillandictionary.com/dictionary/american/decorate,
5,2,Let's…,phrase,,lets,a phrase used to make a suggestion to a group,Let's get dinner at the new Chinese restaurant!,https://www.macmillandictionary.com/dictionary/american/let_1,,
5,2,suggestion,noun,3,səɡˈdʒestʃ(ə)n,an idea or plan that you offer for someone to consider,Can I make a suggestion?,https://www.macmillandictionary.com/dictionary/american/suggestion,,
5,2,What about…,phrase,,wʌt əˈbaʊt,a phrase used to offer an alternative or suggest an option; it is also used to ask for the view of or about another person,"We heard your opinion, but what about Sarah's?",https://www.macmillandictionary.com/dictionary/american/what,https://www.macmillandictionary.com/dictionary/american/about,
5,2,Why don't we…,phrase,,waɪ doʊnt wi,a phrase used to offer or suggest an option within a group,Why don't we go to Ibiza for vacation?,https://www.macmillandictionary.com/dictionary/american/why_1,https://www.macmillandictionary.com/dictionary/american/don-t,
5,3,accept an invitation ,verb phrase,,əkˈsept ən ˌɪnvɪˈteɪʃ(ə)n,"to say yes to an invitation, a request from someone to spend time socially or to come to an event",Do not accept an invitation to an event when you don’t plan to go.,https://www.macmillandictionary.com/dictionary/american/accept,https://www.macmillandictionary.com/dictionary/american/invitation,
5,3,bride,noun,1,braɪd,"a woman who is getting married, or who has recently gotten married","On the day of the wedding, the bride and groom do not see each other before the ceremony.",https://www.macmillandictionary.com/dictionary/american/bride,,
5,3,dress up ,phrasal verb ,,dres ʌp,to put on clothes that are more formal than the clothes you usually wear,People usually dress up for weddings and other special events.,https://www.macmillandictionary.com/dictionary/american/dress-up_1,,
5,3,gift registry ,noun phrase,,ɡɪft ˈredʒɪstri,"an official list of gifts, or presents, usually for a wedding",Could you please buy something from Kirsten and Todd's wedding gift registry?,https://www.macmillandictionary.com/dictionary/american/gift_1,https://www.macmillandictionary.com/dictionary/american/registry,
5,3,groom,noun,,ɡrum,a bridegroom,The groom was getting ready when the wedding guests started arriving.,https://www.macmillandictionary.com/dictionary/american/groom_1,,
5,3,pick up ,phrasal verb,,pɪk ʌp,to go and meet someone or something that you have arranged to take somewhere in a vehicle,"If you pick me up at the airport, I'll buy you lunch.",https://www.macmillandictionary.com/dictionary/american/pick-up,,
5,3,reception,noun,2,rɪˈsepʃən,a formal party to welcome someone or to celebrate something,Arnold and Malia plan to hold their wedding  reception at a local park.,https://www.macmillandictionary.com/dictionary/american/reception,,
5,3,send an RSVP ,verb phrase,,send ən ˌɑr es vi ˈpi,to reply to an invitation saying whether you will attend an event,"If you receive a wedding invitation, you should send an RSVP.",https://www.macmillandictionary.com/dictionary/american/send_1,https://www.macmillandictionary.com/dictionary/american/rsvp,
5,3,show up ,phrasal verb,,ʃoʊ ʌp,to arrive in a place where people are expecting you,You should show up early at the theater to get a good seat.,https://www.macmillandictionary.com/dictionary/american/show_1,,
5,3,wedding,noun,3,ˈwedɪŋ,a ceremony in which two people get married,"In the US, some people have very traditional wedding ceremonies, but others prefer nontraditional ones.",https://www.macmillandictionary.com/dictionary/american/wedding,,
5,4,bill,noun,3,bɪl,a written statement showing how much money you owe someone for goods or services you have received,"In restaurants, people often divide the bill so that everyone pays an equal part.",https://www.macmillandictionary.com/dictionary/american/bill_1,,
5,4,custom,noun,2,ˈkʌstəm,something that people do that is traditional or usual,What are some wedding customs from your country?,https://www.macmillandictionary.com/dictionary/american/custom_1,,
5,4,greeting,noun,1,ˈɡritɪŋ,something polite or friendly that you say or do when you meet someone,"""Hi!"" is a common greeting among friends.",https://www.macmillandictionary.com/dictionary/american/greeting,,
5,4,informal,adjective,2,ɪnˈfɔrm(ə)l,relaxed and friendly,"Weddings can sometimes be informal, and guests can wear casual clothes.",https://www.macmillandictionary.com/dictionary/american/informal,,
5,4,kiss,verb,3,kɪs,to touch someone with your lips when you say hello or goodbye to them,Do friends kiss on the cheek when they greet each other in your country?,https://www.macmillandictionary.com/dictionary/american/kiss_1,,
5,4,last name,noun phrase,1,læst neɪm,"the name that you share with the other members of your family. In English it is at the end of your full name. The usual British word is ""surname""",Women often change their last names when they get married.,https://www.macmillandictionary.com/dictionary/american/last-name,,
5,4,My treat,phrase,,maɪ trit,"a phrase used to note that someone will pay a bill for something, often a meal eaten as a group",Don't worry about the bill because it's my treat!,https://www.macmillandictionary.com/dictionary/american/treat_2,,
5,4,"of course, ",adverb,,ʌv kɔrs,a phrase used for giving someone permission in a polite way; it is also used for saying something that you think someone already knows or will not be surprised about,"Can I have some milk, please? Of course!",https://www.macmillandictionary.com/dictionary/american/of-course,,
5,4,"OK, sure…",phrase,,oʊˈkeɪ ʃʊr,a casual way to say you agree with a suggestion,"Why don't we bring some drinks to the party? OK, sure.",https://www.macmillandictionary.com/dictionary/american/ok_1,https://www.macmillandictionary.com/dictionary/american/sure_2,
5,4,potluck,noun,,pɑtˈlʌk,an informal meal to which guests bring food,"At a potluck dinner, you share the food you bring with others.",https://www.macmillandictionary.com/dictionary/american/potluck,,
5,4,shake hands ,verb phrase,,ʃeɪk hændz,a greeting in which two people grasp hands and move them up and down quickly,"When Americans meet someone for the first time,
especially in business situations, they usually shake hands.",https://www.macmillandictionary.com/dictionary/american/shake_1,https://www.macmillandictionary.com/dictionary/american/hand_1,
5,4,social,adjective,3,ˈsoʊʃ(ə)l,"relating to activities that involve being with other people, especially activities that you do for pleasure",You do not need to bring a small gift to an informal social event in the US.,https://www.macmillandictionary.com/dictionary/american/social_1,,
5,4,title,noun,3,ˈtaɪt(ə)l,"a word or abbreviation that is used before someone’s name to show their profession, social status, etc., for example “Doctor,” “General,” or “Mrs.”","When talking to people older than you, you should use their title and their last name.",https://www.macmillandictionary.com/dictionary/american/title,,
5,4,dish,noun,2,dɪʃ,food prepared and cooked in a particular way,Everyone brought a dish to the picnic.,https://www.macmillandictionary.com/dictionary/american/dish_1,,
6,1,advantage,noun,3,ədˈvæntɪdʒ,something that makes one person or thing more likely to succeed than others,There are some advantages to the status quo.,https://www.macmillandictionary.com/dictionary/american/advantage,,
6,1,attitude,noun,3,ˈætɪˌtud,"someone’s opinions or feelings about something, especially as shown by their behavior",Tristan's attitude about politics has changed.,https://www.macmillandictionary.com/dictionary/american/attitude,,
6,1,bias,noun,2,ˈbaɪəs,an attitude that you have that makes you treat someone in a way that is unfair or different from the way you treat other people,Many people have a bias for the status quo.,https://www.macmillandictionary.com/dictionary/american/bias_1,,
6,1,bought,verb,,bɔt,"the past tense and past participle of ""buy"";  to get something by paying money for it",Gerald's parents have bought skis for next winter.,https://www.macmillandictionary.com/dictionary/american/bought,,
6,1,change,noun,3,tʃeɪndʒ,a situation in which something becomes different or you make something different,What changes have you seen in your city over the years?,https://www.macmillandictionary.com/dictionary/american/change_2,,
6,1,characteristic,noun,2,ˌkerəktəˈrɪstɪk,a particular quality or feature that is typical of someone or something,The mayor talked about the many positive characteristics of the town.,https://www.macmillandictionary.com/dictionary/american/characteristic_1,,
6,1,current,adjective,3,ˈkʌrənt,happening or existing now,Inez has worked in her current job for two years.,https://www.macmillandictionary.com/dictionary/american/current_1,,
6,1,risk,noun,3,rɪsk,the possibility that something unpleasant or dangerous might happen,Risks can often be dangerous.,https://www.macmillandictionary.com/dictionary/american/risk_1,,
6,1,status quo ,noun,3,ˈsteɪtəs kwoʊ,"the present situation, or the way that things usually are","Some people like the status quo, while others prefer change.",https://www.macmillandictionary.com/us/dictionary/american/the-status-quo?q=status+quo+,,
6,1,zone,noun,2,zoʊn,an area that has an important or typical feature,People often want to stay in their comfort zones.,https://www.macmillandictionary.com/dictionary/american/zone_1,,
6,1,familiar,adjective,3,fəˈmɪljər,"well known to you, or easily recognized by you",People are more relaxed in familiar places.,https://www.macmillandictionary.com/dictionary/american/familiar,,
